1,M1,1,flat1
2,M2,2,flat2
3,M3,3,flat3
4,M4,4,flat4
5,M5,5,flat5
6,M6,6,flat6
7,M7,7,flat7
8,M8,8,flat8
9,M9,9,flat9
10,M10,10,flat10
11,M11,11,flat11
12,M12,12,flat12
13,M13,13,flat13
14,M14,14,flat14
15,M15,15,flat15
16,M16,16,flat16
17,M17,17,flat17
18,M18,18,flat18
19,M19,19,flat19
20,M20,20,flat20
21,M21,21,flat21
22,M22,22,flat22
23,M23,23,flat23
24,M24,24,flat24
25,M25,25,flat25
26,M26,26,flat26
27,M27,27,flat27
28,M28,28,flat28
29,M29,29,flat29
30,M30,30,flat30
31,M31,31,flat31
32,M32,32,flat32
33,M33,33,flat33
34,M34,34,flat34
35,M35,35,flat35
36,M36,36,flat36
37,M37,37,flat37
38,M38,38,flat38
39,M39,39,flat39
40,M40,40,flat40
41,M41,41,flat41
42,M42,42,flat42
43,M43,43,flat43
44,M44,44,flat44
45,M45,45,flat45
46,M46,46,flat46
47,M47,47,flat47
48,M48,48,flat48
49,M49,49,flat49
50,M50,50,flat50
51,M51,51,flat51
52,M52,52,flat52
53,M53,53,flat53
54,M54,54,flat54
55,M55,55,flat55
56,M56,56,flat56
57,M57,57,flat57
58,M58,58,flat58
59,M59,59,flat59
60,M60,60,flat60
61,M61,61,flat61
62,M62,62,flat62
63,M63,63,flat63
64,M64,64,flat64
65,M65,65,flat65
66,M66,66,flat66
67,M67,67,flat67
68,M68,68,flat68
69,M69,69,flat69
70,M70,70,flat70
71,M71,71,flat71
72,M72,72,flat72
73,M73,73,flat73
74,M74,74,flat74
75,M75,75,flat75
76,M76,76,flat76
77,M77,77,flat77
78,M78,78,flat78
79,M79,79,flat79
80,M80,80,flat80
81,M81,81,flat81
82,M82,82,flat82
83,M83,83,flat83
84,M84,84,flat84
85,M85,85,flat85
86,M86,86,flat86
87,M87,87,flat87
88,M88,88,flat88
89,M89,89,flat89
90,M90,90,flat90
91,M91,91,flat91
92,M92,92,flat92
93,M93,93,flat93
94,M94,94,flat94
95,M95,95,flat95
96,M96,96,flat96
